Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
EGG CUSTARDS,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",17.42,48,0,0.0,111,4.08,0.0,74.74,0.852,0.197,1.357,2.74
EGG MIX,"EGG MIX,USDA CMDTY",23.97,1110,602,0.0,549,35.6,2.460000038,2.78,13.745,7.555,10.305,34.5
EGG ROLLS,"EGG ROLLS,VEG,REFR,HTD",31.99,0,0,2.799999952,196,6.62,6.849999905,54.46,1.271,2.191,0.756,4.67
EGG SUBSTITUTE,"EGG SUBSTITUTE,LIQUID",0.64,1,2,0.0,84,12.0,0.639999986,82.75,0.896,1.603,0.659,3.31
EGGNOG-FLAVOR MIX,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",14.2,11,0,0.0,95,2.93,12.65999985,79.16,0.767,0.186,1.701,3.02
EGGPLANT,"EGGPLANT,RAW",5.7,0,7,3.400000095,24,1.01,2.349999905,92.41,0.016,0.076,0.034,0.19
EGGS,"EGGS,SCRMBLD,FRZ MIXTURE",7.5,65,193,0.0,133,13.1,7.5,72.7,2.339,1.778,1.052,5.6
ELDERBERRIES,"ELDERBERRIES,RAW",18.4,0,0,7.0,73,0.66,0.0,79.8,0.08,0.247,0.023,0.5
ELK,"ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)",0.0,0,0,0.0,97,20.14,0.0,75.68,0.574,0.13,0.706,1.8
EMU,"EMU,OUTSIDE DRUM,RAW",0.0,78,0,0.0,103,23.08,0.0,74.87,0.202,0.07,0.122,0.48
ENDIVE,"ENDIVE,RAW",3.35,0,17,3.099999905,17,1.25,0.25,93.79,0.004,0.087,0.048,0.2
ENG DRK,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",0.7,0,0,0.0,5,0.25,0.0,98.35,0.0,0.0,0.0,0.08
ENGLISH,"ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",52.65,0,16,2.799999952,270,10.32,3.470000029,32.97,0.478,0.921,0.533,2.02
ENGLISH MUFFIN,"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)",44.17,0,14,3.5,227,8.87,3.529999971,43.56,0.383,0.498,0.733,1.69
ENGLISH MUFFINS,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",46.3,0,14,2.799999952,235,9.1,0.810000002,40.2,0.827,0.559,0.23,1.8
ENGY DRK,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",10.94,0,0,0.0,45,0.25,10.06000042,88.45,0.0,0.0,0.0,0.08
ENSURE FIBER W/ FOS,"ENSURE FIBER W/ FOS,LIQ",16.36,0,38,1.100000024,97,3.43,4.679999828,76.0,1.276,0.722,0.201,2.38
ENSURE PLUS,"ENSURE PLUS,LIQ NUTR",19.88,2,32,0.0,141,5.16,19.87999916,69.84,1.283,3.111,0.673,4.52
ENTREES,"ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED",16.97,34,0,0.5,232,14.66,0.0,53.57,2.58,6.27,2.82,12.29
EPAZOTE,"EPAZOTE,RAW",7.44,0,0,3.799999952,32,0.33,0.0,89.21,0.0,0.0,0.0,0.52
EPPAW,"EPPAW,RAW",31.68,0,0,0.0,150,4.6,0.0,60.0,0.0,0.0,0.0,1.8
Egg,"Egg, Cheese and Bacon Griddle Cake Sandwich",26.19,147,76,0.800000012,272,12.03,9.56000042,45.85,4.686,1.775,4.201,13.19
Elk,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",0.0,0,0,0.0,98,19.74,0.0,76.54,0.897,0.122,0.828,2.1
FALAFEL,"FALAFEL,HOME-PREPARED",31.84,0,0,0.0,333,13.31,0.0,34.62,10.171,4.16,2.383,17.8
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",25.38,27,22,2.200000048,244,11.02,3.730000019,50.4,3.787,1.89,4.407,10.9
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG",3.22,0,0,0.0,16,1.25,0.0,95.51,0.004,0.034,0.01,0.07
FAT,"FAT,GOOSE",0.0,100,0,0.0,900,0.0,0.0,0.2,56.7,11.0,27.7,99.8
FEIJOA,"FEIJOA,RAW",10.63,0,0,0.0,49,1.24,0.0,86.6,0.0,0.0,0.0,0.78
FENNEL,"FENNEL,BULB,RAW",7.29,0,0,3.099999905,31,1.24,0.0,90.21,0.0,0.0,0.0,0.2
FIDDLEHEAD FERNS,"FIDDLEHEAD FERNS,RAW",5.54,0,0,0.0,34,4.55,0.0,88.68,0.0,0.0,0.0,0.4
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",27.86,0,0,0.0,107,0.38,0.0,71.39,0.022,0.047,0.02,0.1
FIREWEED,"FIREWEED,LEAVES,RAW",19.22,0,0,10.60000038,103,4.71,0.0,70.78,0.0,0.0,0.0,2.75
FISH,"FISH,BLACKFISH,WHL (ALASKA NATIVE)",0.0,0,0,0.0,82,15.5,0.0,80.1,0.0,0.0,0.0,1.75
FISH OIL,"FISH OIL,SALMON",0.0,485,0,0.0,902,0.0,0.0,0.0,29.037,40.324,19.872,100.0
FISH PORTIONS&STKS,"FISH PORTIONS&STKS,FRZ,PREHTD",21.18,32,36,1.399999976,249,11.04,2.5,53.08,4.21,5.701,2.758,13.25
FISH STICKS,"FISH STICKS,MEATLESS",9.0,0,97,6.099999905,290,23.0,0.800000012,45.0,4.376,9.332,2.849,18.0
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX",91.6,0,0,0.0,348,0.0,0.0,7.8,0.0,0.0,0.0,0.0
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),RAW",0.0,48,65,0.0,91,18.84,0.0,79.06,0.233,0.329,0.283,1.19
FLUID REPLCMNT,"FLUID REPLCMNT,ELECTROLYTE SOLN (INCLUDE PEDIALYTE)",2.45,0,0,0.0,10,0.0,2.450000048,96.44,0.0,0.0,0.0,0.0
FORM,"FORM,MASTERFOODS USA,SNICKERS MARATHON DOUBLE CHOC NUT BAR",52.47,4,0,10.5,343,22.35,22.67000008,14.0,0.0,0.0,4.847,8.99
FORM BAR,"FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC BLUEBERRY SNACK BAR",57.87,2,0,4.599999905,325,6.21,33.40000153,20.1,0.0,0.0,3.87,9.27
FORMULATED,"FORMULATED,WHEAT-BASED,FLAV,MACADAMIA FLAV,WO/SALT",27.91,0,0,5.199999809,619,11.19,0.0,3.1,23.521,21.867,8.482,56.5
FRANKFURTER,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",11.21,41,75,0.0,109,12.5,0.0,71.5,0.74,0.35,0.5,1.59
FREEZER QUEEN GRAVY&SLICED BF MEAL,"FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL",10.0,12,0,1.399999976,81,6.0,0.0,81.2,0.49,0.67,0.51,1.9
FRENCH TOAST,"FRENCH TOAST,FRZ,RTH",32.1,82,0,1.100000024,213,7.4,0.0,52.6,2.04,1.227,1.533,6.1
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",15.47,0,0,4.699999809,144,5.0,0.0,70.71,1.676,4.379,0.926,6.93
FROG LEGS,"FROG LEGS,RAW",0.0,50,65,0.0,73,16.4,0.0,81.9,0.053,0.102,0.076,0.3
FROSTING,"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",72.18,18,0,1.100000024,359,1.42,64.30000305,18.27,1.894,0.294,4.483,7.17
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX",92.0,0,0,2.400000095,389,1.3,0.0,0.6,0.0,0.0,0.0,5.2
FROZ NOVELTIES,"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",5.14,0,0,0.0,21,0.0,1.519999981,94.03,0.0,0.0,0.0,0.0
FROZ NOVLT,"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD",27.49,10,30,0.800000012,226,6.4,8.520000458,54.82,2.7,1.359,5.528,10.1
FROZEN NOVELITES,"FROZEN NOVELITES,JUC TYPE,JUC W/ CRM",24.11,7,16,0.100000001,115,1.41,20.61000061,72.57,0.0,0.0,0.705,1.41
FROZEN NOVELT,"FROZEN NOVELT,ICE CRM,CHOC OR CARAMEL COVERED,W/ NUTS",30.9,1,0,0.600000024,317,4.4,0.0,43.1,4.977,1.469,12.658,20.2
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",6.2,0,0,0.0,24,0.5,0.0,93.2,0.0,0.0,0.0,0.1
FROZEN NOVL,"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",27.09,8,0,4.800000191,224,5.16,8.640000343,54.69,0.0,0.0,9.51,11.93
FROZEN YOGURTS,"FROZEN YOGURTS,CHOC,NONFAT MILK,SWTND WO/ SUGAR",19.7,4,3,1.0,107,4.4,12.60999966,73.5,0.214,0.03,0.505,0.8
FRUIT,"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",18.76,0,0,1.0,72,0.37,0.0,80.56,0.019,0.042,0.014,0.1
FRUIT BUTTERS,"FRUIT BUTTERS,APPLE",42.47,0,2,1.5,173,0.39,35.29999924,56.45,0.016,0.084,0.053,0.3
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",11.86,0,4,1.0,46,0.46,10.85999966,87.44,0.002,0.004,0.001,0.01
FRUIT LEATHER,"FRUIT LEATHER,PIECES",82.82,0,13,0.0,359,1.0,57.58000183,12.3,1.48,0.55,0.65,2.68
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",11.97,0,0,0.0,48,0.0,11.28999996,87.97,0.0,0.0,0.0,0.0
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",10.44,0,0,0.0,42,0.07,0.0,89.15,0.021,0.042,0.021,0.17
FRUIT PUNCH-FLAVOR DRK,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",9.47,0,0,0.0,37,0.0,9.229999542,90.35,0.001,0.001,0.006,0.01
FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",13.05,0,0,1.0,50,0.51,0.0,86.15,0.005,0.011,0.004,0.03
FRUIT-FLAVORED DRK,"FRUIT-FLAVORED DRK,DRY PDR MIX,LO CAL,W/ ASPRT",86.85,0,0,0.100000001,217,0.45,0.0,1.84,0.0,0.0,0.0,0.04
FRUIT-FLAVORED DRK MIX,"FRUIT-FLAVORED DRK MIX,PDR,UNSWTND",91.3,0,0,0.0,226,0.0,0.0,0.96,0.0,0.0,0.0,0.0
FRYBREAD,"FRYBREAD,MADE W/ LARD (APACHE)",46.01,4,0,1.700000048,309,8.38,1.539999962,33.11,3.5,1.306,3.631,10.14
FRZ NVL,"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",30.07,7,0,6.0,124,4.31,7.099999905,63.51,0.0,0.0,1.0,1.88
FST FD,"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",32.58,21,16,1.700000048,264,11.91,4.019999981,43.76,2.352,1.788,4.221,9.51
FST FOODS,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",37.51,0,21,3.5,319,3.76,0.689999998,39.76,9.906,2.999,3.965,17.05
FUNGI,"FUNGI,CLOUD EARS,DRIED",73.01,0,0,70.09999847,284,9.25,0.0,14.8,0.0,0.0,0.0,0.73
Fish,"Fish, whitefish, eggs (Alaska Native)",4.89,439,248,0.0,104,14.66,0.0,76.24,1.046,1.073,0.496,2.88
Form Bar,"Form Bar, MASTERFOODS, SNCKRS MARATH Prot Perf Bar, Crml Nut",53.0,6,2,10.0,402,25.0,28.75,9.0,2.645,2.892,4.375,10.0
Formulated bar,"Formulated bar, POWER BAR, chocolate",69.63,0,18,5.699999809,363,14.15,30.06999969,9.83,1.05,0.589,1.32,3.11
GAME MEAT,"GAME MEAT,BEAR,RAW",0.0,0,0,0.0,161,20.1,0.0,71.2,0.0,0.0,0.0,8.3
GAME MEAT BISON,"GAME MEAT BISON,GROUND,RAW",0.0,70,0,0.0,223,18.67,0.0,64.25,0.0,0.0,0.0,15.93
GARLIC,"GARLIC,RAW",33.06,0,23,2.099999905,149,6.36,1.0,58.58,0.011,0.249,0.089,0.5
GEFILTEFISH,"GEFILTEFISH,COMM,SWT RECIPE",7.41,30,0,0.0,84,9.07,0.0,80.35,0.824,0.285,0.412,1.73
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",80.21,0,0,0.100000001,198,15.67,0.0,1.93,0.0,0.0,0.0,0.0
GELATINS,"GELATINS,DRY PDR,UNSWTND",0.0,0,38,0.0,335,85.6,0.0,13.0,0.06,0.01,0.07,0.1
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY",64.9,0,0,0.0,321,5.2,31.70000076,23.7,1.869,0.553,1.022,4.5
GEORGE WESTON BAKER,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",72.7,0,0,5.400000095,390,13.3,0.0,4.0,0.0,0.0,0.9,5.1
GEORGE WESTON BAKERIES,"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",46.0,0,0,0.0,232,8.0,0.0,42.6,0.303,0.92,0.308,1.8
GINGER,"GINGER,GROUND",70.79,0,41,12.5,347,9.12,3.390000105,9.38,1.0,1.31,1.94,5.95
GINGER ROOT,"GINGER ROOT,RAW",17.77,0,29,2.0,80,1.82,1.700000048,78.89,0.154,0.154,0.203,0.75
GINKGO NUTS,"GINKGO NUTS,CANNED",22.1,0,0,9.300000191,111,2.29,0.0,72.95,0.599,0.597,0.309,1.62
GOAT,"GOAT,RAW",0.0,57,0,0.0,109,20.6,0.0,75.84,1.03,0.17,0.71,2.31
GOOSE,"GOOSE,LIVER,RAW",6.32,515,0,0.0,133,16.37,0.0,71.78,0.81,0.26,1.59,4.28
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",18.75,0,0,2.400000095,73,0.65,0.0,80.1,0.018,0.11,0.013,0.2
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",3.1,0,0,0.0,13,0.6,0.0,95.32,0.004,0.009,0.001,0.02
GRANOLA BAR,"GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER",54.1,12,25,3.799999952,536,9.6,23.62999916,3.2,6.561,1.906,17.065,31.2
GRANOLA BARS,"GRANOLA BARS,OATS,FRUITS&NUT",77.42,0,23,5.300000191,397,7.7,43.5,7.2,0.17,4.83,0.73,6.3
GRAPE DRINK,"GRAPE DRINK,CANNED",15.75,0,0,0.0,61,0.0,13.06000042,84.2,0.0,0.0,0.0,0.0
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",14.77,0,3,0.200000003,60,0.37,14.19999981,84.51,0.003,0.022,0.025,0.13
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",12.75,0,3,0.100000001,51,0.19,12.64999962,86.9,0.004,0.026,0.029,0.09
GRAPE JUICE DRINK,"GRAPE JUICE DRINK,CANNED",14.55,0,0,0.100000001,57,0.0,14.10999966,85.3,0.0,0.0,0.0,0.0
GRAPE LEAVES,"GRAPE LEAVES,CND",11.71,0,0,0.0,69,4.27,0.0,76.1,0.076,0.989,0.312,1.97
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",9.21,0,5,0.400000006,37,0.7,8.800000191,89.67,0.012,0.021,0.012,0.09
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,SWTND",11.13,0,0,0.100000001,46,0.58,11.02999973,87.38,0.012,0.021,0.012,0.09
GRAPEFRUIT JUICE,"GRAPEFRUIT JUICE,PINK,RAW",9.2,0,0,0.0,39,0.5,0.0,90.0,0.013,0.024,0.014,0.1
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",19.65,0,4,0.600000024,76,0.48,19.04999924,79.53,0.004,0.03,0.033,0.1
